user_40810	news_1918	1740.0
user_40809	news_1918	1800.0
user_4689	news_1918	2160.0
user_31015	news_1918	4320.0
user_296	news_1918	5100.0
user_40804	news_1918	5160.0
user_40801	news_1918	7200.0
user_23927	news_1918	7980.0
user_12680	news_1918	8640.0
user_13705	news_1918	9480.0
user_23577	news_1918	9840.0
user_40794	news_1918	10200.0
user_40790	news_1918	10560.0
user_40791	news_1918	10560.0
user_40789	news_1918	10740.0
user_28150	news_1918	11040.0
user_40787	news_1918	11520.0
user_2938	news_1918	12360.0
user_33732	news_1918	12720.0
user_40785	news_1918	12960.0
user_3057	news_1918	13740.0
user_13215	news_1918	13740.0
user_40783	news_1918	13920.0
user_103	news_1918	15300.0
user_340	news_1918	15420.0
user_16758	news_1918	15840.0
user_9507	news_1918	18780.0
user_40775	news_1918	20220.0
user_500	news_1918	22620.0
user_40771	news_1918	23760.0
user_3283	news_1918	24600.0
user_40770	news_1918	25020.0
user_19852	news_1918	26820.0
user_40768	news_1918	29760.0
user_3663	news_1918	32340.0
user_40755	news_1918	34620.0
user_22352	news_1918	34620.0
user_40762	news_1918	35340.0
user_3098	news_1918	36000.0
user_40758	news_1918	36900.0
user_1513	news_1918	37800.0
user_7428	news_1918	37920.0
user_40755	news_1918	38100.0
user_594	news_1918	41880.0
user_28013	news_1918	46980.0
user_20576	news_1918	47280.0
user_13156	news_1918	68340.0
user_27445	news_1918	71520.0
user_6626	news_195	360.0
user_43018	news_195	360.0
user_26087	news_195	420.0
user_15120	news_195	480.0
user_193	news_195	540.0
user_3646	news_195	540.0
user_11342	news_195	600.0
user_7496	news_195	720.0
user_27619	news_195	720.0
user_16998	news_195	780.0
user_3646	news_195	780.0
user_43009	news_195	840.0
user_43007	news_195	900.0
user_15120	news_195	960.0
user_1531	news_195	960.0
user_1849	news_195	1080.0
user_14405	news_195	1080.0
user_43003	news_195	1080.0
user_43001	news_195	1140.0
user_21408	news_195	1140.0
user_27619	news_195	1200.0
user_42994	news_195	1200.0
user_42968	news_195	1200.0
user_42995	news_195	1200.0
user_24767	news_195	1200.0
user_15120	news_195	1260.0
user_42618	news_195	1260.0
user_42977	news_195	1260.0
user_42992	news_195	1260.0
user_42988	news_195	1320.0
user_42961	news_195	1320.0
user_26384	news_195	1320.0
user_42987	news_195	1380.0
user_2303	news_195	1380.0
user_42885	news_195	1380.0
user_26169	news_195	1380.0
user_29996	news_195	1440.0
user_42877	news_195	1440.0
user_42985	news_195	1440.0
user_4457	news_195	1440.0
user_42944	news_195	1500.0
user_1531	news_195	1500.0
user_42961	news_195	1620.0
