user_13616	news_332	1252920.0
user_31479	news_332	1486740.0
user_20439	news_1918	1560.0
user_40808	news_1918	2040.0
user_8376	news_1918	2100.0
user_40807	news_1918	2280.0
user_7565	news_1918	2340.0
user_3885	news_1918	2700.0
user_33220	news_1918	2940.0
user_24057	news_1918	3360.0
user_14647	news_1918	3480.0
user_11855	news_1918	3780.0
user_7013	news_1918	3900.0
user_40806	news_1918	4020.0
user_11706	news_1918	4140.0
user_8566	news_1918	4260.0
user_40764	news_1918	4440.0
user_8370	news_1918	4440.0
user_40805	news_1918	4560.0
user_35123	news_1918	5640.0
user_17498	news_1918	5640.0
user_1851	news_1918	5820.0
user_14927	news_1918	5880.0
user_5556	news_1918	6660.0
user_40803	news_1918	6960.0
user_40802	news_1918	7140.0
user_4966	news_1918	7260.0
user_40800	news_1918	7260.0
user_30988	news_1918	7380.0
user_40799	news_1918	7500.0
user_37003	news_1918	7980.0
user_5029	news_1918	8640.0
user_681	news_1918	8820.0
user_40798	news_1918	8820.0
user_7206	news_1918	9060.0
user_40797	news_1918	9120.0
user_40796	news_1918	9240.0
user_365	news_1918	9360.0
user_681	news_1918	9480.0
user_16664	news_1918	9660.0
user_3314	news_1918	9660.0
user_18318	news_1918	9720.0
user_14634	news_1918	10020.0
user_40795	news_1918	10140.0
user_40792	news_1918	10260.0
user_40793	news_1918	10260.0
user_36430	news_1918	10860.0
user_9578	news_1918	11040.0
user_40788	news_1918	11100.0
user_14781	news_1918	11940.0
user_3469	news_1918	12120.0
user_11406	news_1918	12240.0
user_3832	news_1918	12360.0
user_10410	news_1918	12420.0
user_29291	news_1918	12420.0
user_13215	news_1918	12720.0
user_40786	news_1918	12960.0
user_13215	news_1918	13440.0
user_3057	news_1918	13620.0
user_40784	news_1918	13920.0
user_1525	news_1918	13920.0
user_32484	news_1918	14160.0
user_40782	news_1918	14280.0
user_40781	news_1918	14340.0
user_40780	news_1918	14700.0
user_40779	news_1918	15540.0
user_40778	news_1918	16680.0
user_40777	news_1918	17940.0
user_3156	news_1918	17940.0
user_3246	news_1918	19140.0
user_40776	news_1918	19680.0
user_40774	news_1918	21120.0
user_40773	news_1918	21300.0
user_40772	news_1918	21660.0
user_9044	news_1918	23280.0
user_1969	news_1918	24360.0
user_9723	news_1918	24660.0
user_40769	news_1918	25140.0
user_12110	news_1918	26580.0
user_20275	news_1918	28260.0
user_30151	news_1918	28260.0
user_40767	news_1918	30060.0
user_40766	news_1918	30780.0
user_7071	news_1918	31140.0
user_36252	news_1918	31440.0
user_40765	news_1918	31920.0
user_40764	news_1918	33780.0
user_32314	news_1918	33900.0
user_23434	news_1918	34080.0
user_19490	news_1918	34860.0
user_12680	news_1918	34860.0
user_40763	news_1918	35160.0
user_6985	news_1918	35400.0
user_7916	news_1918	35520.0
user_40761	news_1918	35700.0
user_40760	news_1918	35880.0
user_16162	news_1918	36060.0
user_311	news_1918	36360.0
user_40759	news_1918	36600.0
user_20576	news_1918	37380.0
user_40757	news_1918	37500.0
user_1149	news_1918	37680.0
user_40756	news_1918	37800.0
user_8874	news_1918	38400.0
user_40754	news_1918	38820.0
user_40753	news_1918	38880.0
user_40752	news_1918	39360.0
user_3095	news_1918	40020.0
user_39633	news_1918	40380.0
user_18836	news_1918	41700.0
user_40153	news_1918	41820.0
user_31292	news_1918	42540.0
user_30151	news_1918	43980.0
user_40751	news_1918	49500.0
user_9757	news_1918	52380.0
user_20576	news_1918	54000.0
user_35572	news_1918	55560.0
user_311	news_1918	56280.0
user_40750	news_1918	66060.0
user_40749	news_1918	68220.0
user_40748	news_1918	89280.0
user_40705	news_1918	90720.0
user_40747	news_1918	136680.0
user_40746	news_1918	4162860.0
user_25794	news_195	240.0
user_42925	news_195	300.0
user_1359	news_195	300.0
user_3417	news_195	300.0
user_42955	news_195	360.0
user_25252	news_195	360.0
user_43007	news_195	360.0
user_6530	news_195	360.0
user_42992	news_195	420.0
user_43017	news_195	420.0
user_18706	news_195	420.0
user_2894	news_195	480.0
user_43016	news_195	480.0
user_2401	news_195	540.0
user_43015	news_195	540.0
user_29996	news_195	540.0
user_27619	news_195	600.0
user_43013	news_195	600.0
user_43014	news_195	600.0
user_27374	news_195	660.0
user_42856	news_195	660.0
user_8517	news_195	660.0
user_23153	news_195	660.0
user_43011	news_195	720.0
user_43012	news_195	720.0
user_23153	news_195	780.0
user_42618	news_195	780.0
user_123	news_195	780.0
user_20004	news_195	780.0
user_381	news_195	840.0
user_43008	news_195	840.0
user_42955	news_195	840.0
user_9041	news_195	840.0
user_43010	news_195	840.0
user_8517	news_195	900.0
user_42972	news_195	900.0
user_18230	news_195	900.0
user_42961	news_195	960.0
user_43006	news_195	960.0
user_43004	news_195	1020.0
user_42936	news_195	1020.0
user_43005	news_195	1020.0
user_42982	news_195	1020.0
user_22595	news_195	1020.0
user_29984	news_195	1020.0
user_9364	news_195	1080.0
user_38227	news_195	1080.0
user_43002	news_195	1080.0
user_26169	news_195	1080.0
user_43000	news_195	1140.0
user_42955	news_195	1140.0
user_42885	news_195	1140.0
user_24444	news_195	1140.0
user_26087	news_195	1140.0
user_42996	news_195	1200.0
user_42997	news_195	1200.0
user_42998	news_195	1200.0
user_42999	news_195	1200.0
user_123	news_195	1260.0
user_42990	news_195	1260.0
user_12005	news_195	1260.0
user_42991	news_195	1260.0
user_42856	news_195	1260.0
user_42993	news_195	1260.0
user_12005	news_195	1320.0
user_3227	news_195	1320.0
user_42989	news_195	1320.0
user_20787	news_195	1320.0
user_14405	news_195	1320.0
user_37567	news_195	1320.0
user_42986	news_195	1380.0
user_10128	news_195	1380.0
user_42977	news_195	1380.0
user_42983	news_195	1440.0
user_42984	news_195	1440.0
user_11342	news_195	1440.0
user_381	news_195	1500.0
user_4457	news_195	1500.0
user_37567	news_195	1500.0
user_15021	news_195	1500.0
user_42877	news_195	1500.0
user_2746	news_195	1500.0
user_42029	news_195	1560.0
user_42982	news_195	1560.0
user_22595	news_195	1560.0
user_15090	news_195	1560.0
user_1889	news_195	1620.0
user_12005	news_195	1620.0
user_42977	news_195	1620.0
user_9357	news_195	1620.0
user_42955	news_195	1620.0
user_42968	news_195	1620.0
user_42978	news_195	1620.0
user_2453	news_195	1620.0
user_42979	news_195	1620.0
user_42980	news_195	1620.0
user_42981	news_195	1620.0
user_42872	news_195	1620.0
user_42975	news_195	1680.0
user_42889	news_195	1680.0
user_42877	news_195	1680.0
user_42972	news_195	1740.0
user_10915	news_195	1740.0
user_15120	news_195	1740.0
user_7754	news_195	1800.0
user_42974	news_195	1800.0
user_7300	news_195	1800.0
user_8907	news_195	1800.0
user_39506	news_195	1860.0
user_42972	news_195	1860.0
user_9849	news_195	1860.0
user_42933	news_195	1860.0
user_42969	news_195	1920.0
user_42970	news_195	1920.0
user_39506	news_195	1920.0
user_14273	news_195	1920.0
user_42971	news_195	1920.0
user_8117	news_195	1920.0
user_33	news_195	1920.0
user_22595	news_195	1920.0
user_42877	news_195	1920.0
user_12005	news_195	1980.0
user_4378	news_195	1980.0
user_30978	news_195	1980.0
